budget,popularity,revenue,title,vote_average,vote_count,release_year,studios_name,genres_name,return
18000000.0,10.87,122195920.0,Mortal Kombat,5.4,452.0,1995,"['New Line Cinema', 'Juno Pix', 'Cecchi Gori Pictures']","['Crime', 'Mystery', 'Thriller']",6.788662222222222
20000000.0,10.45,21284514.0,To Die For,6.7,177.0,1995,"['Walt Disney Pictures', 'Walt Disney Feature Animation']","['Adventure', 'Animation', 'Drama', 'Family']",1.0642257
10000000.0,4.49,23574130.0,How To Make An American Quilt,6.5,38.0,1995,['Alliance Communications Corporation'],"['Drama', 'Romance']",2.357413
33000000.0,18.46,327311859.0,Se7en,8.1,5915.0,1995,"['Blue Parrot Productions', 'Bad Hat Harry Productions']","['Drama', 'Crime', 'Thriller']",9.91854118181818
55000000.0,13.28,346079773.0,Pocahontas,6.7,1509.0,1995,[],"['Action', 'Thriller', 'Drama']",6.292359509090909
6000000.0,16.3,23341568.0,The Usual Suspects,8.1,3334.0,1995,"['Walt Disney Pictures', 'Caravan Pictures']","['Action', 'Adventure', 'Comedy', 'Family']",3.890261333333333
15000000.0,15.9,6700000.0,Mighty Aphrodite,6.7,145.0,1995,"['Telefilm Canada', 'Melenny Productions']",[],0.4466666666666666
3500000.0,14.57,28215918.0,Friday,7.0,513.0,1995,"['Zweites Deutsches Fernsehen (ZDF)', 'Ciak Filmproduktion', 'Bluehorse Films']",['Documentary'],8.061690857142857
19000000.0,15.34,25836616.0,From Dusk Till Dawn,6.9,1644.0,1996,['Miramax Films'],"['Drama', 'Thriller']",1.359821894736842
50000000.0,5.91,11534477.0,Fair Game,4.1,54.0,1995,['Columbia Pictures Corporation'],"['Drama', 'Thriller']",0.23068954
15000000.0,2.94,2042530.0,Big Bully,3.9,16.0,1996,"['Playhouse International Pictures', 'The Samuel Goldwyn Company']","['Drama', 'Romance']",0.1361686666666666
20000000.0,12.76,5781885.0,Screamers,6.1,154.0,1995,"['Hollywood Pictures', 'Largo Entertainment', 'Scott Free Productions']","['Action', 'Drama']",0.28909425
8000000.0,4.49,529766.0,Things to Do in Denver When You're Dead,6.7,87.0,1995,"['TriStar Pictures', 'NFH Productions']","['Drama', 'Horror', 'Thriller', 'Romance']",0.06622075
38000000.0,9.57,10300000.0,White Squall,6.3,86.0,1996,['Channel Four Films'],"['Action', 'Adventure', 'Drama', 'Science Fiction', 'Thriller']",0.2710526315789474
8169363.0,6.85,8175346.0,Nick of Time,6.1,190.0,1995,"['Gracie Films', 'Columbia Pictures Corporation']","['Comedy', 'Crime', 'Drama']",1.000732370443081
47000000.0,12.87,12379402.0,Mary Reilly,5.7,77.0,1996,"['Metro-Goldwyn-Mayer (MGM)', 'Dino De Laurentiis Company', 'Spelling Films']","['Drama', 'Mystery', 'Science Fiction', 'Thriller']",0.2633915319148936
14000000.0,9.07,19800000.0,Vampire in Brooklyn,4.5,113.0,1995,"['Universal Pictures', 'Brillstein-Grey Entertainment', 'Robert Simonds Productions']",['Comedy'],1.4142857142857144
50000000.0,14.96,150270147.0,Broken Arrow,5.7,459.0,1996,"['Walt Disney Pictures', 'Jim Henson Productions', 'Jim Henson Company, The']","['Action', 'Comedy', 'Music', 'Family', 'Adventure']",3.00540294
7000000.0,6.9,560069.0,Bottle Rocket,6.8,285.0,1996,"['France 2 Cinéma', 'France 3 Cinéma', 'StudioCanal', 'Les Productions du Champ Poirier', 'Téléma Productions']",['Comedy'],0.0800098571428571
12000000.0,9.59,41205099.0,Happy Gilmore,6.5,767.0,1996,"['TriStar Pictures', 'Motion Picture Corporation of America (MPCA)']","['Comedy', 'Romance']",3.43375825
24000000.0,5.95,182016617.0,The Bridges of Madison County,7.3,397.0,1995,['Savoy Pictures'],"['Comedy', 'Drama']",7.584025708333333
72000000.0,20.76,210000000.0,Braveheart,7.7,3404.0,1995,"['Studio Babelsberg', 'Dieter Geissler Filmproduktion', 'Cinevox Filmproduktion GmbH', 'Warner Bros.', 'Miramax']",['Fantasy'],2.9166666666666665
25000000.0,1.52,6278139.0,Steal Big Steal Little,5.1,7.0,1995,"['Channel Four Films', 'Academy', 'Mayfair Films', 'Iberoamerica Films']",['Drama'],0.25112556
40000000.0,6.51,70100000.0,Boomerang,5.4,139.0,1992,['United Artists'],['Comedy'],1.7525
7000000.0,5.58,14702438.0,Flirting with Disaster,6.3,66.0,1996,"['Columbia Pictures', 'Don Simpson/Jerry Bruckheimer Films']","['Action', 'Comedy', 'Crime', 'Thriller']",2.100348285714286
50000000.0,11.42,9851610.0,Jade,5.1,45.0,1995,"['October Films', 'Guild', 'Fastnet Films']","['Drama', 'Horror']",0.1970322
31000000.0,6.5,185260553.0,The Birdcage,6.7,303.0,1996,['Superior Pictures'],['Documentary'],5.976146870967742
19000000.0,9.26,141407024.0,Bad Boys,6.5,1729.0,1995,"['Twentieth Century Fox Film Corporation', 'Cinergi Pictures Entertainment']","['Action', 'Thriller']",7.442474947368421
4000000.0,0.92,851545.0,An Awfully Big Adventure,6.0,11.0,1995,"['Columbia Pictures Corporation', 'First Knight Productions']","['Action', 'Adventure', 'Drama', 'Romance']",0.21288625
52000000.0,18.76,355237933.0,Apollo 13,7.3,1637.0,1995,"['United Artists', 'Suftley']","['Action', 'Crime', 'Thriller', 'Drama']",6.831498711538462
28000000.0,10.19,31596911.0,Rob Roy,6.5,151.0,1995,"['The Booking Office', ""Workin' Man Films""]","['Comedy', 'Drama', 'Romance']",1.1284611071428572
100000000.0,13.32,336529144.0,Batman Forever,5.2,1529.0,1995,"['Hollywood Pictures', 'Cinergi Pictures Entertainment']",['Science Fiction'],3.36529144
2000000.0,11.53,1275000.0,Blue in the Face,6.8,28.0,1995,"['JDI productions', 'Lemon Sky Productions']","['Drama', 'Comedy']",0.6375
11000000.0,5.39,178104.0,Canadian Bacon,5.9,57.0,1995,"['United Artists', 'Seraphim Films']","['Mystery', 'Horror', 'Thriller']",0.0161912727272727
50000000.0,12.81,287928194.0,Casper,6.0,1045.0,1995,"['The Ontario Film Development Corporation', 'First Choice Films', 'Atlantis Films', 'Telefilm Canada', 'Max Films Productions', 'Super Écran', 'Société Générale des Industries Culturelles du Québec (SOGIC)']","['Comedy', 'Drama']",5.75856388
25000000.0,4.56,13071518.0,Clockers,6.8,69.0,1995,['Touchstone Pictures'],"['Drama', 'Family', 'Romance']",0.52286072
50000000.0,7.26,152022101.0,Congo,5.0,214.0,1995,"['Universal Pictures', 'Gramercy Pictures', 'Alphaville Films', 'View Askew Productions']","['Romance', 'Comedy']",3.04044202
53000000.0,8.66,157387195.0,Crimson Tide,7.0,508.0,1995,"['Twentieth Century Fox Film Corporation', 'Saban Entertainment', 'Toei Company']","['Action', 'Adventure', 'Science Fiction', 'Family', 'Fantasy']",2.969569716981132
7000000.0,6.95,25405445.0,Desperado,6.8,898.0,1995,"['Comet Film Produktion GmbH', 'Avrora Media', 'Cobblestone Pictures']","['Thriller', 'Foreign']",3.6293492857142855
27000000.0,4.65,16140822.0,Devil in a Blue Dress,6.3,88.0,1995,['Kino Link Company'],"['Horror', 'Thriller']",0.5978082222222222
90000000.0,15.14,366101666.0,Die Hard: With a Vengeance,6.9,2094.0,1995,['Columbia Pictures'],"['Crime', 'Drama', 'Mystery', 'Thriller', 'Action']",4.067796288888889
55000000.0,15.18,127600435.0,First Knight,5.9,319.0,1995,['Dimension Films'],"['Fantasy', 'Horror', 'Thriller']",2.320007909090909
20000000.0,14.81,7563728.0,Hackers,6.2,406.0,1995,"['Killer Films', 'American Playhouse', 'Kardana Films', 'Chemical Films']",['Drama'],0.3781864
25000000.0,11.72,19075720.0,Johnny Mnemonic,5.5,380.0,1995,[],['Documentary'],0.7630288
90000000.0,8.18,113493481.0,Judge Dredd,5.4,643.0,1995,"['United Artists', 'Le Studio Canal+', 'Carolco Pictures']",['Drama'],1.2610386777777778
1500000.0,4.88,7412216.0,Kids,6.8,280.0,1995,"['Spring Creek Productions', 'Warner Bros.', 'Hawn / Sylbert Movie Company']",['Comedy'],4.941477333333333
500000.0,10.06,1148752.0,Living in Oblivion,7.2,64.0,1995,['Metro-Goldwyn-Mayer (MGM)'],"['Science Fiction', 'Horror', 'Action']",2.297504
6000000.0,8.26,2122561.0,Mallrats,6.8,400.0,1995,['Savoy Pictures'],"['Drama', 'Fantasy']",0.3537601666666666
15000000.0,7.02,66000000.0,Mighty Morphin Power Rangers: The Movie,5.2,153.0,1995,"['Société Française de Production (SFP)', 'FIT Productions', 'Portman Productions']","['Drama', 'Romance']",4.4
2.0,2.47,1.0,Mute Witness,6.4,36.0,1995,"['Regency Enterprises', 'Warner Bros.', 'Seagal/Nasso Productions', 'Victor Company of Japan (JVC)', 'Cutting Edge Films']","['Action', 'Thriller']",0.5
22000000.0,13.3,110627965.0,The Net,5.6,359.0,1995,[],['Documentary'],5.028543863636363
150000.0,1.17,472370.0,Party Girl,5.8,14.0,1995,"['Universal Pictures', 'Gordon Company', 'Davis Entertainment', 'Licht/Mueller Film Corporation']","['Adventure', 'Action']",3.1491333333333333
8.0,10.19,16.0,The Prophecy,6.4,139.0,1995,"['HBO', 'A BandApart', 'Rysher Entertainment']",['Drama'],2.0
50000000.0,6.75,10382407.0,The Scarlet Letter,5.5,111.0,1995,['Twentieth Century Fox Film Corporation'],"['Adventure', 'Action', 'Comedy', 'Crime', 'Family']",0.20764814
45000000.0,17.5,20350754.0,Showgirls,4.9,261.0,1995,"['Detour Film Production', 'Warner Bros.']","['Drama', 'Romance']",0.4522389777777778
7000000.0,5.55,8349430.0,Smoke,7.2,115.0,1995,['Jack Giarraputo Productions'],['Comedy'],1.1927757142857145
35000000.0,13.49,113374103.0,Species,5.5,457.0,1995,"['Regency Enterprises', 'Alcor Films', 'Canal+', 'New Regency Pictures', 'Hera Productions']","['Comedy', 'Drama']",3.2392600857142857
42000000.0,11.22,7959291.0,Strange Days,6.8,334.0,1995,['Full Moon Entertainment'],"['Thriller', 'Drama', 'Horror', 'Mystery']",0.1895069285714285
14000000.0,1.82,5780000.0,The Tie That Binds,4.6,9.0,1995,"['Miramax Films', 'View Askew Productions']",['Comedy'],0.4128571428571428
60000000.0,7.49,104324083.0,Under Siege 2: Dark Territory,5.6,217.0,1995,['Paramount Pictures'],"['Action', 'Adventure', 'Thriller']",1.738734716666667
20000000.0,9.72,50012507.0,A Walk in the Clouds,6.5,168.0,1995,"['New Line Cinema', 'Motion Picture Corporation of America (MPCA)']",['Comedy'],2.50062535
175000000.0,16.89,264218220.0,Waterworld,5.9,1017.0,1995,"['Miramax Films', 'Alliance Entertainment', 'Ego Film Arts']","['Drama', 'Mystery']",1.5098184
2500000.0,11.3,5535405.0,Before Sunrise,7.7,984.0,1995,['TriStar Pictures'],"['Drama', 'Thriller']",2.214162
10000000.0,6.64,26488734.0,Billy Madison,6.2,464.0,1995,['Metro-Goldwyn-Mayer'],"['Drama', 'Family', 'Fantasy']",2.6488734
21000000.0,3.03,23450000.0,Boys on the Side,6.3,48.0,1995,[],"['Fantasy', 'Animation', 'Science Fiction', 'Family']",1.1166666666666667
27000.0,10.51,3151130.0,Clerks,7.4,769.0,1994,"['Caravan Pictures', 'Hollywood Pictures']","['Comedy', 'Family']",116.70851851851852
25000000.0,7.44,22200000.0,Don Juan DeMarco,6.3,184.0,1994,"['Columbia Pictures', 'Majestic Films International', 'Icon Entertainment International']","['Drama', 'Music', 'Romance']",0.888
55000000.0,11.81,214015089.0,Disclosure,5.9,217.0,1994,"['Walt Disney Pictures', 'Caravan Pictures']","['Comedy', 'Family', 'Drama']",3.891183436363636
16000000.0,9.84,247275374.0,Dumb and Dumber,6.5,1894.0,1994,"['Universal Pictures', 'Northern Lights Entertainment']","['Comedy', 'Family', 'Romance']",15.454710875
18000000.0,11.72,5887457.0,Ed Wood,7.3,639.0,1994,['Columbia Pictures'],"['Drama', 'Romance']",0.3270809444444444
15000000.0,8.18,12201255.0,Hideaway,5.0,24.0,1995,"['Fine Line Features', 'New Line Cinema', 'Live Entertainment']","['Action', 'Drama']",0.813417
700000.0,9.48,7830611.0,Hoop Dreams,7.7,91.0,1994,['Walt Disney Pictures'],"['Action', 'Comedy', 'Family']",11.186587142857142
5000000.0,9.44,3049135.0,Heavenly Creatures,6.9,299.0,1994,['TriStar Pictures'],"['Comedy', 'Drama', 'Romance']",0.609827
10500000.0,2.69,26325256.0,Houseguest,6.0,17.0,1995,"['Paramount Pictures', 'The Kennedy/Marshall Company']","['Comedy', 'Romance']",2.507167238095238
60000000.0,11.97,223664608.0,Interview with the Vampire,7.2,1558.0,1994,"['Paramount Pictures', 'Capella International', 'Cinehaus']","['Drama', 'Comedy']",3.7277434666666656
14000000.0,1.6,2474000.0,Jefferson in Paris,5.2,10.0,1995,"['Twentieth Century Fox Film Corporation', 'Egg Pictures', 'PolyGram Filmed Entertainment']","['Drama', 'Thriller']",0.1767142857142857
60000000.0,6.71,37000000.0,Junior,4.7,381.0,1994,"['TOEI', 'Distant Justice Joint Venture']","['Action', 'Thriller', 'Crime', 'Drama']",0.6166666666666667
30000000.0,12.2,160638883.0,Legends of the Fall,7.2,636.0,1994,['Hollywood Pictures'],"['Comedy', 'Drama', 'Romance']",5.354629433333334
17000000.0,7.7,7603766.0,Losing Isaiah,6.4,28.0,1995,"['Cecile Company', 'Thousand Cranes Filmworks']","['Drama', 'History']",0.4472803529411764
45000000.0,14.29,112006296.0,Mary Shelley's Frankenstein,6.1,272.0,1994,['Miramax Films'],"['Drama', 'Comedy']",2.4890288
6.0,1.14,5.0,Miami Rhapsody,5.6,7.0,1995,"['Jones Entertainment Group', 'Skerry Productions']","['Drama', 'Family', 'Fantasy']",0.8333333333333334
31000000.0,5.93,106683817.0,Nell,6.1,128.0,1994,"['Castle Rock Entertainment', 'Warner Bros.']","['Drama', 'Crime']",3.441413451612904
34000000.0,11.23,50282766.0,Natural Born Killers,6.9,927.0,1994,['Trilogy Entertainment Group'],"['Action', 'Comedy', 'Fantasy', 'Science Fiction']",1.4789048823529412
50000000.0,13.68,189859560.0,Outbreak,6.4,522.0,1995,[],"['Drama', 'Romance']",3.7971912
11000000.0,1.43,2832826.0,The Perez Family,6.6,9.0,1995,['Paramount Pictures'],['Comedy'],0.2575296363636363
8000000.0,140.95,213928762.0,Pulp Fiction,8.3,8670.0,1994,['Populist Pictures'],"['Thriller', 'Crime']",26.74109525
32000000.0,7.55,18552460.0,The Quick and the Dead,6.2,431.0,1995,"['Ciby 2000', 'Film Victoria', 'House & Moorhouse Films']","['Drama', 'Comedy', 'Romance']",0.579764375
15000000.0,6.26,11300653.0,Prêt-à-Porter,5.3,33.0,1994,"['Warner Bros.', 'Morgan Creek Productions']","['Comedy', 'Mystery']",0.7533768666666667
35000000.0,8.91,9771658.0,The Swan Princess,6.5,251.0,1994,"['Universal Pictures', '40 Acres & A Mule Filmworks']","['Comedy', 'Drama']",0.2791902285714285
45000000.0,10.39,170362582.0,The Specialist,5.5,317.0,1994,"['Regency Enterprises', 'Alcor Films', 'Warner Bros.', 'Aleor Films']",['Drama'],3.785835155555556
55000000.0,13.33,196567262.0,Stargate,6.8,942.0,1994,"['Universal Pictures', 'Amblin Entertainment', 'Hanna-Barbera Productions']","['Fantasy', 'Comedy', 'Family']",3.5739502181818184
22000000.0,9.67,189833357.0,The Santa Clause,6.3,501.0,1994,['Paramount Pictures'],"['Comedy', 'Drama', 'Romance']",8.628788954545454
25000000.0,51.65,28341469.0,The Shawshank Redemption,8.5,8358.0,1994,"['Channel Four Films', 'PolyGram Filmed Entertainment', 'Working Title Films']","['Comedy', 'Drama', 'Romance']",1.13365876
25000000.0,7.6,4064495.0,Tank Girl,5.5,140.0,1995,['Miramax Films'],"['Drama', 'History']",0.1625798
38000000.0,8.11,120000000.0,Star Trek: Generations,6.4,461.0,1994,"['New Line Cinema', 'Dark Horse Entertainment']","['Romance', 'Comedy', 'Crime', 'Fantasy']",3.1578947368421053
6000000.0,2.86,12000000.0,Tales from the Hood,5.4,33.0,1995,"['Icon Entertainment International', 'Warner Bros.']","['Action', 'Adventure', 'Comedy', 'Drama', 'Western']",2.0
11000000.0,10.39,10032765.0,What's Eating Gilbert Grape,7.5,943.0,1993,['New Line Cinema'],['Drama'],0.9120695454545454
30000000.0,5.19,24048000.0,Virtuosity,5.4,163.0,1995,"['Universal Pictures', 'David Foster Productions', 'Turman-Foster Company']","['Action', 'Adventure', 'Crime', 'Thriller']",0.8016
17000000.0,15.78,182057016.0,While You Were Sleeping,6.5,340.0,1995,['Twentieth Century Fox Film Corporation'],"['Action', 'Adventure', 'Crime']",10.709236235294116
3000000.0,5.25,15119639.0,Muriel's Wedding,6.9,104.0,1994,"['Twentieth Century Fox Film Corporation', 'Lightstorm Entertainment']","['Action', 'Thriller']",5.039879666666667
15000000.0,11.25,107217396.0,Ace Ventura: Pet Detective,6.4,1684.0,1994,['Columbia Pictures'],['Fantasy'],7.1478264
5000000.0,11.3,1862805.0,Bitter Moon,7.0,115.0,1992,"['BBC Films', 'Majestic Films International', 'Little Bird']","['Comedy', 'Drama']",0.372561
62000000.0,7.51,215887717.0,Clear and Present Danger,6.4,390.0,1994,"['Caravan Pictures', 'Hollywood Pictures']","['Action', 'Comedy', 'Crime']",3.482059951612903
45000000.0,15.26,117615211.0,The Client,6.4,287.0,1994,"['Strand Releasing', 'Strand Home Video']",['Drama'],2.613671355555556
15000000.0,15.8,94000000.0,The Crow,7.3,980.0,1994,"['Universal Pictures', 'Capcom']","['Action', 'Adventure', 'Thriller']",6.266666666666667
46000000.0,15.02,341631208.0,The Flintstones,5.0,559.0,1994,[],[],7.426765391304348
55000000.0,48.31,677945399.0,Forrest Gump,8.2,8147.0,1994,"['Live Entertainment', 'Capitol Films', 'Bates Entertainmant']","['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']",12.326279981818182
6000000.0,8.99,254700832.0,Four Weddings and a Funeral,6.6,654.0,1994,"['A-Pix Entertainment', 'Devin Entertainment']","['Horror', 'Thriller']",42.45013866666667
45000000.0,3.57,61947267.0,I Love Trouble,5.3,41.0,1994,"['Skyline Entertainment Partners', 'Arrow']","['Thriller', 'Drama']",1.3766059333333334
45000000.0,21.61,788241776.0,The Lion King,8.0,5520.0,1994,[],['Documentary'],17.516483911111113
35000000.0,5.68,4858139.0,Little Buddha,6.0,76.0,1993,"['Trans-Film', 'Initial Groupe', 'Lumière Pictures', 'Fallingcloud']","['Action', 'Fantasy', 'Science Fiction']",0.1388039714285714
14000000.0,9.86,18090181.0,New Nightmare,6.4,297.0,1994,[],[],1.2921557857142858
23000000.0,14.13,351583407.0,The Mask,6.6,2550.0,1994,['New Line Cinema'],"['Horror', 'Mystery', 'Thriller']",15.286235086956522
30000000.0,10.59,51132598.0,The Naked Gun 33⅓: The Final Insult,6.4,535.0,1994,"['Paramount Pictures', 'Orion Pictures', 'Scott Rudin Productions']","['Comedy', 'Family', 'Fantasy']",1.7044199333333334
11500000.0,6.51,20079850.0,Reality Bites,6.5,180.0,1994,['Columbia Pictures'],"['Drama', 'Romance']",1.7460739130434784
8000000.0,5.14,2000000.0,Red Rock West,6.4,71.0,1993,"['Twentieth Century Fox Film Corporation', 'Island World', 'Robert Simonds Productions']","['Comedy', 'Crime', 'Music']",0.25
30000000.0,10.86,350448145.0,Speed,6.8,1814.0,1994,"['Fine Line Features', 'Castle Rock Entertainment', 'Barcelona Films']","['Comedy', 'Drama', 'Romance']",11.681604833333331
27000000.0,8.91,101646581.0,Timecop,5.5,288.0,1994,['Twentieth Century Fox Film Corporation'],['Comedy'],3.764688185185185
115000000.0,11.4,378882411.0,True Lies,6.8,1138.0,1994,"['Paramount Pictures', 'Eddie Murphy Productions']","['Action', 'Comedy', 'Crime']",3.2946296608695653
63000000.0,9.28,25052000.0,Wyatt Earp,6.5,203.0,1994,"['Trilogy Entertainment Group', 'Metro-Goldwyn-Mayer (MGM)']","['Drama', 'Action', 'Thriller']",0.3976507936507936
10000000.0,3.02,29392418.0,A Low Down Dirty Shame,6.0,31.0,1994,['Mainline Pictures'],"['Drama', 'Romance']",2.9392418
7000000.0,0.91,20851521.0,Jason's Lyric,5.9,9.0,1994,"['Universal Pictures', 'Epic Productions', 'Bregman/Baer Productions']","['Action', 'Crime', 'Drama', 'Thriller']",2.9787887142857143
35000000.0,13.58,99423521.0,Street Fighter,4.1,330.0,1994,['Metro-Goldwyn-Mayer (MGM)'],"['Comedy', 'Thriller', 'Mystery']",2.8406720285714284
26000000.0,6.87,36800000.0,Highlander: The Final Dimension,4.5,110.0,1994,['Metro-Goldwyn-Mayer (MGM)'],['Comedy'],1.4153846153846157
8000000.0,8.5,8946600.0,In the Mouth of Madness,7.1,307.0,1994,"['Spring Creek Productions', 'Warner Bros.']",['Drama'],1.118325
34000000.0,8.01,32255440.0,The Age of Innocence,7.0,172.0,1993,"['Universal Studios', 'Imagine Entertainment']","['Comedy', 'Romance']",0.948689411764706
17080000.0,1.9,21011500.0,The Air Up There,5.1,42.0,1994,"['Canal Plus', 'Regency Enterprises', 'Alcor Films', 'Warner Bros.', 'Donner/Shuler-Donner Productions']","['Family', 'Adventure']",1.2301814988290398
50000000.0,11.79,119208989.0,Beverly Hills Cop III,5.5,445.0,1994,"['Killer Films', 'The Samuel Goldwyn Company', 'Can I Watch', 'Islet', 'KPVI']","['Drama', 'Romance']",2.38417978
13000000.0,6.56,428868.0,Body Snatchers,5.8,102.0,1993,"['Spelling Entertainment', 'IRS Media', 'Republic Pictures (II)']",['Comedy'],0.0329898461538461
22000000.0,6.12,17287898.0,A Bronx Tale,7.4,447.0,1993,"['Det Danske Filminstitut', 'Spring Creek Productions', 'Eurimages', 'Costa do Castelo Filmes', 'Neue Constantin Film', 'House of Spirits Film']","['Romance', 'Drama']",0.7858135454545454
13000000.0,1.32,2570145.0,Calendar Girl,3.7,10.0,1993,"['PolyGram Filmed Entertainment', 'Silver Pictures', 'Warner Bros.', 'Working Title Films', 'PolyGram Filmproduktion']","['Comedy', 'Drama']",0.1977034615384615
30000000.0,8.7,36516012.0,Carlito's Way,7.7,805.0,1993,"['Gracie Films', 'Columbia Pictures Corporation']","['Comedy', 'Drama']",1.2172004
70000000.0,9.83,255000211.0,Cliffhanger,6.1,600.0,1993,"['Universal Pictures', ""Hell's Kitchen Films""]",['Drama'],3.642860157142857
40000000.0,14.23,19726050.0,Color of Night,5.4,117.0,1994,['Touchstone Pictures'],"['Drama', 'Music']",0.49315125
6900000.0,6.87,7993039.0,Dazed and Confused,7.4,588.0,1993,['Live Entertainment'],"['Action', 'Crime', 'Drama', 'Thriller']",1.1584114492753623
57000000.0,11.63,159055768.0,Demolition Man,6.4,1018.0,1993,['Gramercy Pictures'],['Drama'],2.7904520701754385
30000000.0,8.47,11146270.0,For Love or Money,5.7,77.0,1993,"['Silver Pictures', 'Warner Bros.']","['Action', 'Adventure', 'Drama', 'Thriller']",0.3715423333333333
42000000.0,9.68,270248367.0,The Firm,6.6,513.0,1993,"['The Samuel Goldwyn Company', 'Good Machine']","['Thriller', 'Comedy', 'Drama', 'Romance']",6.434484928571429
20000000.0,5.99,153698625.0,Free Willy,6.0,429.0,1993,"['Renaissance Films', 'American Playhouse Theatrical Films']","['Drama', 'Comedy', 'Romance']",7.68493125
44000000.0,10.09,368875760.0,The Fugitive,7.2,1240.0,1993,"['Warner Bros.', 'The Samuel Goldwyn Company', 'Night Life Inc.']","['Comedy', 'Romance']",8.38354
35000000.0,4.65,18635620.0,Geronimo: An American Legend,5.9,44.0,1993,"['Twentieth Century Fox Film Corporation', 'Blue Wolf']","['Comedy', 'Drama', 'Family']",0.5324462857142858
18000000.0,7.83,74189677.0,Hard Target,6.1,237.0,1993,"['Mikado Film', 'Lenfilm Studio', 'Adventure Pictures']","['Romance', 'Drama', 'Fantasy']",4.121648722222222
25000000.0,13.48,133752825.0,Hot Shots! Part Deux,6.2,463.0,1993,"['TriStar Pictures', 'Clinica Estetico']",['Drama'],5.350113
